Date&Time,CH3,CH4,CH96,CH98,CH103,CH104,Pulse1,,,,,,,,,,,,
Time,degC,degC,%,kg/h,bar,bar,RPM,,,,,,,,,,,,
29/01/2021 09:32,35.6,4.7,43.63,75.8,17.095,2.763,660,,,,,,,,,,,,
29/01/2021 09:32,35.6,4.6,43.63,75.8,17.075,2.763,660,,,,,,,,,,,,
29/01/2021 09:32,35.5,4.5,43.63,75.7,17.023,2.751,660,,,,,,,,,,,,
29/01/2021 09:32,35.5,4.5,43.64,75.6,16.992,2.743,660,,,,,,,,,,,,
29/01/2021 09:32,35.5,4.4,43.63,75.6,16.952,2.738,660,,,,,,,,,,,,
29/01/2021 09:32,35.4,4.3,43.63,75.5,16.915,2.733,660,,,,,,,,,,,,
29/01/2021 09:32,35.3,4.3,43.63,75.5,16.875,2.726,660,,,,,,,,,,,,
29/01/2021 09:32,35.2,4.3,43.63,75.3,16.832,2.721,660,,,,,,,,,,,,
29/01/2021 09:32,35.1,4.2,43.62,75.2,16.787,2.708,660,,,,,,,,,,,,
29/01/2021 09:32,35.1,4.2,43.63,75.1,16.744,2.711,660,,,,,,,,,,,,
29/01/2021 09:32,35,4.2,43.62,75,16.702,2.708,660,,,,,,,,,,,,
29/01/2021 09:32,35,4.2,43.63,74.9,16.674,2.698,660,,,,,,,,,,,,
29/01/2021 09:32,34.9,4.1,43.63,74.8,16.586,2.696,660,,,,,,,,,,,,
29/01/2021 09:32,34.8,4,43.63,74.7,16.541,2.691,660,,,,,,,,,,,,
29/01/2021 09:32,34.7,4,43.63,74.5,16.496,2.683,600,,,,,,,,,,,,
29/01/2021 09:32,34.6,4,43.62,74.4,16.441,2.681,660,,,,,,,,,,,,
29/01/2021 09:32,34.6,3.9,43.64,74.3,16.431,2.673,660,,,,,,,,,,,,
29/01/2021 09:32,34.5,3.9,43.63,74.2,16.396,2.671,660,,,,,,,,,,,,
29/01/2021 09:32,34.5,3.8,43.64,74.1,16.338,2.665,660,,,,,,,,,,,,
29/01/2021 09:32,34.4,3.8,43.63,74,16.301,2.663,660,,,,,,,,,,,,
29/01/2021 09:32,34.3,3.7,43.62,73.8,16.276,2.658,660,,,,,,,,,,,,
29/01/2021 09:32,34.3,3.6,43.64,73.8,16.253,2.648,660,,,,,,,,,,,,
29/01/2021 09:32,34.1,3.6,43.63,73.6,16.223,2.648,660,,,,,,,,,,,,
29/01/2021 09:32,34.1,3.5,43.63,73.7,16.193,2.645,660,,,,,,,,,,,,
29/01/2021 09:32,34,3.5,43.63,73.6,16.153,2.633,660,,,,,,,,,,,,
29/01/2021 09:33,34,3.5,43.63,73.6,16.11,2.635,660,,,,,,,,,,,,
29/01/2021 09:33,33.9,3.5,43.62,73.4,16.08,2.625,660,,,,,,,,,,,,
29/01/2021 09:33,33.8,3.4,43.62,73.3,16.008,2.623,660,,,,,,,,,,,,
29/01/2021 09:33,33.7,3.4,43.64,73.2,15.967,2.618,720,,,,,,,,,,,,
29/01/2021 09:33,33.7,3.3,43.62,73.1,15.945,2.61,660,,,,,,,,,,,,
29/01/2021 09:33,33.6,3.3,43.64,73,15.897,2.605,600,,,,,,,,,,,,
29/01/2021 09:33,33.5,3.2,43.63,72.8,15.845,2.595,660,,,,,,,,,,,,
29/01/2021 09:33,33.5,3.2,43.62,72.7,15.81,2.595,660,,,,,,,,,,,,
29/01/2021 09:33,33.4,3.1,43.63,72.6,15.784,2.583,660,,,,,,,,,,,,
29/01/2021 09:33,33.3,3.1,43.64,72.6,15.739,2.58,660,,,,,,,,,,,,
29/01/2021 09:33,33.2,3,43.64,72.5,15.707,2.58,660,,,,,,,,,,,,
29/01/2021 09:33,33.2,3,43.62,72.3,15.677,2.573,660,,,,,,,,,,,,
29/01/2021 09:33,33.1,3,43.62,72.2,15.634,2.575,660,,,,,,,,,,,,
29/01/2021 09:33,33,3,43.63,72.2,15.607,2.563,660,,,,,,,,,,,,
29/01/2021 09:33,33,2.9,43.62,72.1,15.549,2.568,660,,,,,,,,,,,,
29/01/2021 09:33,32.9,2.9,43.63,72,15.511,2.563,660,,,,,,,,,,,,
29/01/2021 09:33,32.9,2.9,43.63,71.9,15.491,2.558,660,,,,,,,,,,,,
29/01/2021 09:33,32.8,2.9,43.63,71.8,15.461,2.558,660,,,,,,,,,,,,
29/01/2021 09:33,32.8,2.8,43.63,71.8,15.431,2.555,660,,,,,,,,,,,,
29/01/2021 09:33,32.6,2.8,43.64,71.7,15.406,2.553,660,,,,,,,,,,,,
29/01/2021 09:33,32.6,2.7,43.62,71.6,15.368,2.553,660,,,,,,,,,,,,
29/01/2021 09:33,32.5,2.7,43.63,71.6,15.353,2.54,660,,,,,,,,,,,,
29/01/2021 09:33,32.5,2.6,43.63,71.6,15.323,2.543,660,,,,,,,,,,,,
29/01/2021 09:33,32.5,2.6,43.62,71.5,15.303,2.538,600,,,,,,,,,,,,
29/01/2021 09:33,32.4,2.6,43.62,71.4,15.293,2.535,660,,,,,,,,,,,,
29/01/2021 09:33,32.3,2.6,43.62,71.3,15.266,2.535,660,,,,,,,,,,,,
29/01/2021 09:33,32.2,2.5,43.63,71.2,15.238,2.525,660,,,,,,,,,,,,
29/01/2021 09:33,32.1,2.5,43.62,71.3,15.226,2.523,660,,,,,,,,,,,,
29/01/2021 09:33,32,2.5,43.63,71.2,15.223,2.52,660,,,,,,,,,,,,
29/01/2021 09:33,32,2.5,43.64,71.2,15.206,2.52,660,,,,,,,,,,,,
29/01/2021 09:33,32,2.4,43.61,71.2,15.185,2.515,720,,,,,,,,,,,,
29/01/2021 09:33,31.9,2.4,43.62,71.1,15.153,2.513,660,,,,,,,,,,,,
29/01/2021 09:33,31.9,2.4,43.62,71.1,15.12,2.505,660,,,,,,,,,,,,
29/01/2021 09:33,31.8,2.4,43.62,71.1,15.075,2.51,660,,,,,,,,,,,,
29/01/2021 09:33,31.8,2.3,43.63,71.1,15.055,2.5,660,,,,,,,,,,,,
29/01/2021 09:33,31.8,2.3,43.63,71.1,15.033,2.492,660,,,,,,,,,,,,
29/01/2021 09:33,31.7,2.3,43.63,71,14.987,2.497,660,,,,,,,,,,,,
29/01/2021 09:33,31.6,2.3,43.64,70.9,14.952,2.495,660,,,,,,,,,,,,
29/01/2021 09:33,31.6,2.2,43.62,70.8,14.91,2.49,660,,,,,,,,,,,,
29/01/2021 09:33,31.6,2.1,43.64,70.6,14.875,2.482,660,,,,,,,,,,,,
29/01/2021 09:33,31.5,2.1,43.62,70.5,14.852,2.477,660,,,,,,,,,,,,
29/01/2021 09:33,31.5,2.1,43.63,70.4,14.817,2.475,600,,,,,,,,,,,,
29/01/2021 09:33,31.4,2,43.64,70.2,14.797,2.472,660,,,,,,,,,,,,
29/01/2021 09:33,31.4,2,43.62,70.1,14.794,2.465,720,,,,,,,,,,,,
29/01/2021 09:33,31.4,2,43.64,69.9,14.792,2.462,660,,,,,,,,,,,,
29/01/2021 09:33,31.4,2,43.63,69.8,14.769,2.465,660,,,,,,,,,,,,
29/01/2021 09:33,31.3,2,43.62,69.8,14.767,2.455,660,,,,,,,,,,,,
29/01/2021 09:33,31.3,2,43.63,69.7,14.729,2.452,660,,,,,,,,,,,,
29/01/2021 09:33,31.2,1.9,43.63,69.7,14.697,2.452,660,,,,,,,,,,,,
29/01/2021 09:33,31.1,1.9,43.63,69.7,14.684,2.447,660,,,,,,,,,,,,
29/01/2021 09:33,31.1,1.9,43.63,69.6,14.672,2.442,660,,,,,,,,,,,,
29/01/2021 09:33,31.1,1.8,43.64,69.6,14.652,2.445,660,,,,,,,,,,,,
29/01/2021 09:33,31.1,1.8,43.62,69.5,14.647,2.437,660,,,,,,,,,,,,
29/01/2021 09:33,30.9,1.8,43.62,69.4,14.627,2.435,660,,,,,,,,,,,,
29/01/2021 09:33,30.9,1.8,43.62,69.3,14.609,2.435,660,,,,,,,,,,,,
29/01/2021 09:33,30.8,1.6,43.62,69.3,14.594,2.427,660,,,,,,,,,,,,
29/01/2021 09:33,30.8,1.6,43.62,69.3,14.569,2.43,660,,,,,,,,,,,,
29/01/2021 09:33,30.6,1.6,43.64,69.2,14.554,2.422,660,,,,,,,,,,,,
29/01/2021 09:33,30.6,1.6,43.63,69.2,14.539,2.422,660,,,,,,,,,,,,
29/01/2021 09:33,30.6,1.6,43.62,69.2,14.531,2.42,660,,,,,,,,,,,,
29/01/2021 09:34,30.5,1.6,43.63,69.1,14.536,2.417,600,,,,,,,,,,,,
29/01/2021 09:34,30.5,1.6,43.63,69.1,14.511,2.417,660,,,,,,,,,,,,
29/01/2021 09:34,30.4,1.6,43.62,69.1,14.516,2.41,660,,,,,,,,,,,,
29/01/2021 09:34,30.4,1.5,43.62,69.2,14.474,2.412,660,,,,,,,,,,,,
29/01/2021 09:34,30.4,1.6,43.64,69.1,14.441,2.41,660,,,,,,,,,,,,
29/01/2021 09:34,30.3,1.6,43.63,69.1,14.426,2.402,660,,,,,,,,,,,,
29/01/2021 09:34,30.2,1.5,43.64,69,14.426,2.405,660,,,,,,,,,,,,
29/01/2021 09:34,30.2,1.5,43.63,69,14.401,2.402,660,,,,,,,,,,,,
29/01/2021 09:34,30.1,1.5,43.62,68.9,14.391,2.4,660,,,,,,,,,,,,
29/01/2021 09:34,30.1,1.4,43.63,68.8,14.383,2.402,660,,,,,,,,,,,,
29/01/2021 09:34,29.9,1.4,43.63,68.9,14.381,2.397,660,,,,,,,,,,,,
29/01/2021 09:34,29.9,1.4,43.63,68.8,14.343,2.397,660,,,,,,,,,,,,
29/01/2021 09:34,29.9,1.4,43.62,68.7,14.313,2.387,660,,,,,,,,,,,,
29/01/2021 09:34,29.9,1.4,43.63,68.7,14.298,2.392,660,,,,,,,,,,,,
29/01/2021 09:34,29.8,1.4,43.64,68.6,14.293,2.382,660,,,,,,,,,,,,
29/01/2021 09:34,29.8,1.3,43.63,68.6,14.283,2.382,660,,,,,,,,,,,,
29/01/2021 09:34,29.7,1.3,43.64,68.6,14.268,2.382,660,,,,,,,,,,,,
29/01/2021 09:34,29.6,1.3,43.63,68.6,14.243,2.38,660,,,,,,,,,,,,
29/01/2021 09:34,29.6,1.3,43.62,68.5,14.246,2.38,660,,,,,,,,,,,,
29/01/2021 09:34,29.6,1.2,43.63,68.4,14.248,2.37,600,,,,,,,,,,,,
29/01/2021 09:34,29.6,1.2,43.63,68.4,14.248,2.372,660,,,,,,,,,,,,
29/01/2021 09:34,29.4,1.2,43.62,68.4,14.233,2.36,660,,,,,,,,,,,,
29/01/2021 09:34,29.4,1.1,43.63,68.5,14.226,2.367,660,,,,,,,,,,,,
29/01/2021 09:34,29.4,1.1,43.63,68.5,14.203,2.36,660,,,,,,,,,,,,
29/01/2021 09:34,29.3,1.1,43.62,68.5,14.183,2.365,660,,,,,,,,,,,,
29/01/2021 09:34,29.3,1.1,43.63,68.5,14.168,2.36,660,,,,,,,,,,,,
29/01/2021 09:34,29.2,1,43.63,68.5,14.153,2.357,660,,,,,,,,,,,,
29/01/2021 09:34,29.1,1,43.63,68.5,14.14,2.352,660,,,,,,,,,,,,
29/01/2021 09:34,29.1,1,43.63,68.4,14.103,2.352,660,,,,,,,,,,,,
29/01/2021 09:34,29.1,0.9,43.63,68.3,14.093,2.352,660,,,,,,,,,,,,
29/01/2021 09:34,29.1,1,43.63,68.3,14.083,2.355,660,,,,,,,,,,,,
29/01/2021 09:34,29,0.9,43.63,68.1,14.083,2.35,660,,,,,,,,,,,,
29/01/2021 09:34,28.9,1,43.64,68.1,14.088,2.35,660,,,,,,,,,,,,
29/01/2021 09:34,28.9,1,43.64,68.1,14.08,2.347,660,,,,,,,,,,,,
29/01/2021 09:34,28.8,0.9,43.63,68.1,14.068,2.342,660,,,,,,,,,,,,
29/01/2021 09:34,28.8,0.9,43.64,68.1,14.055,2.347,660,,,,,,,,,,,,
29/01/2021 09:34,28.7,0.9,43.63,68.1,14.018,2.34,660,,,,,,,,,,,,
29/01/2021 09:34,28.7,0.8,43.62,68.1,14.008,2.34,660,,,,,,,,,,,,
29/01/2021 09:34,28.6,0.8,43.63,68,14.003,2.342,660,,,,,,,,,,,,
29/01/2021 09:34,28.6,0.8,43.64,68,13.97,2.335,600,,,,,,,,,,,,
29/01/2021 09:34,28.5,0.8,43.63,67.9,13.97,2.335,660,,,,,,,,,,,,
29/01/2021 09:34,28.5,0.8,43.62,67.8,13.942,2.324,660,,,,,,,,,,,,
29/01/2021 09:34,28.4,0.8,43.63,67.8,13.932,2.324,660,,,,,,,,,,,,
29/01/2021 09:34,28.4,0.7,43.62,67.8,13.927,2.322,660,,,,,,,,,,,,
29/01/2021 09:34,28.4,0.8,43.62,67.7,13.912,2.319,660,,,,,,,,,,,,
29/01/2021 09:34,28.4,0.7,43.63,67.7,13.922,2.324,660,,,,,,,,,,,,
29/01/2021 09:34,28.3,0.7,43.62,67.7,13.92,2.317,660,,,,,,,,,,,,
29/01/2021 09:34,28.3,0.7,43.63,67.7,13.935,2.324,660,,,,,,,,,,,,
29/01/2021 09:34,28.2,0.7,43.64,67.7,13.932,2.317,660,,,,,,,,,,,,
29/01/2021 09:34,28.2,0.7,43.64,67.7,13.93,2.319,660,,,,,,,,,,,,
29/01/2021 09:34,28.1,0.7,43.62,67.8,13.927,2.312,660,,,,,,,,,,,,
29/01/2021 09:34,28.1,0.7,43.63,67.9,13.907,2.317,660,,,,,,,,,,,,
29/01/2021 09:34,28.1,0.6,43.63,67.9,13.885,2.309,660,,,,,,,,,,,,
29/01/2021 09:34,27.9,0.6,43.62,68,13.857,2.309,660,,,,,,,,,,,,
29/01/2021 09:34,27.9,0.6,43.64,68,13.847,2.309,720,,,,,,,,,,,,
29/01/2021 09:34,27.9,0.6,43.63,67.9,13.84,2.309,660,,,,,,,,,,,,
29/01/2021 09:34,27.8,0.6,43.63,67.9,13.835,2.302,660,,,,,,,,,,,,
29/01/2021 09:34,27.8,0.6,43.63,67.8,13.825,2.297,660,,,,,,,,,,,,
29/01/2021 09:34,27.7,0.5,43.63,67.8,13.805,2.302,660,,,,,,,,,,,,
29/01/2021 09:34,27.7,0.5,43.64,67.8,13.792,2.299,660,,,,,,,,,,,,
29/01/2021 09:35,27.6,0.5,43.62,67.8,13.822,2.307,600,,,,,,,,,,,,
29/01/2021 09:35,27.6,0.5,43.63,67.7,13.812,2.297,660,,,,,,,,,,,,
29/01/2021 09:35,27.6,0.5,43.64,67.7,13.797,2.297,660,,,,,,,,,,,,
29/01/2021 09:35,27.4,0.5,43.63,67.8,13.777,2.294,660,,,,,,,,,,,,
29/01/2021 09:35,27.5,0.5,43.64,67.8,13.754,2.294,660,,,,,,,,,,,,
29/01/2021 09:35,27.4,0.5,43.63,67.8,13.759,2.292,660,,,,,,,,,,,,
29/01/2021 09:35,27.4,0.4,43.63,67.8,13.734,2.289,660,,,,,,,,,,,,
29/01/2021 09:35,27.4,0.4,43.63,67.8,13.729,2.287,660,,,,,,,,,,,,
29/01/2021 09:35,27.3,0.3,43.63,67.8,13.689,2.287,660,,,,,,,,,,,,
29/01/2021 09:35,27.3,0.3,43.62,67.8,13.679,2.287,660,,,,,,,,,,,,
29/01/2021 09:35,27.2,0.3,43.63,67.7,13.674,2.282,660,,,,,,,,,,,,
29/01/2021 09:35,27.1,0.3,43.63,67.7,13.654,2.292,660,,,,,,,,,,,,
29/01/2021 09:35,27.1,0.3,43.62,67.6,13.674,2.279,660,,,,,,,,,,,,
29/01/2021 09:35,27.1,0.3,43.63,67.5,13.659,2.277,660,,,,,,,,,,,,
29/01/2021 09:35,27.1,0.3,43.62,67.5,13.649,2.274,660,,,,,,,,,,,,
29/01/2021 09:35,27.1,0.3,43.63,67.5,13.629,2.272,660,,,,,,,,,,,,
29/01/2021 09:35,27,0.3,43.63,67.4,13.624,2.277,660,,,,,,,,,,,,
29/01/2021 09:35,26.9,0.3,43.63,67.4,13.632,2.282,660,,,,,,,,,,,,
29/01/2021 09:35,26.9,0.3,43.64,67.4,13.612,2.267,660,,,,,,,,,,,,
29/01/2021 09:35,26.9,0.3,43.63,67.3,13.586,2.277,660,,,,,,,,,,,,
29/01/2021 09:35,26.9,0.2,43.64,67.3,13.569,2.267,660,,,,,,,,,,,,
29/01/2021 09:35,26.9,0.2,43.64,67.2,13.569,2.267,660,,,,,,,,,,,,
29/01/2021 09:35,26.8,0.1,43.62,67.2,13.566,2.259,660,,,,,,,,,,,,
29/01/2021 09:35,26.8,0.1,43.64,67.2,13.584,2.259,660,,,,,,,,,,,,
29/01/2021 09:35,26.7,0.1,43.63,67.1,13.599,2.264,660,,,,,,,,,,,,
29/01/2021 09:35,26.6,0.2,43.62,67.2,13.602,2.272,660,,,,,,,,,,,,
29/01/2021 09:35,26.6,0.1,43.63,67.2,13.604,2.267,660,,,,,,,,,,,,
29/01/2021 09:35,26.6,0.2,43.63,67.3,13.576,2.267,660,,,,,,,,,,,,
29/01/2021 09:35,26.5,0.1,43.62,67.3,13.554,2.267,660,,,,,,,,,,,,
29/01/2021 09:35,26.4,0.1,43.63,67.4,13.546,2.267,720,,,,,,,,,,,,
29/01/2021 09:35,26.4,0.1,43.63,67.4,13.544,2.254,660,,,,,,,,,,,,
29/01/2021 09:35,26.4,0.1,43.63,67.3,13.519,2.257,660,,,,,,,,,,,,
29/01/2021 09:35,26.4,0.1,43.62,67.4,13.509,2.252,660,,,,,,,,,,,,
29/01/2021 09:35,26.3,0.1,43.64,67.4,13.491,2.249,660,,,,,,,,,,,,
29/01/2021 09:35,26.2,0,43.63,67.4,13.484,2.252,660,,,,,,,,,,,,
29/01/2021 09:35,26.2,0.1,43.62,67.3,13.481,2.254,660,,,,,,,,,,,,
29/01/2021 09:35,26.1,0,43.63,67.4,13.464,2.252,720,,,,,,,,,,,,
29/01/2021 09:35,26.1,0,43.63,67.4,13.464,2.252,660,,,,,,,,,,,,
29/01/2021 09:35,26.1,0,43.62,67.3,13.444,2.252,660,,,,,,,,,,,,
29/01/2021 09:35,26,0,43.63,67.3,13.444,2.249,660,,,,,,,,,,,,
29/01/2021 09:35,26,0,43.64,67.3,13.456,2.247,660,,,,,,,,,,,,
29/01/2021 09:35,25.9,0,43.64,67.3,13.459,2.244,600,,,,,,,,,,,,
29/01/2021 09:35,25.9,-0.1,43.64,67.4,13.451,2.247,720,,,,,,,,,,,,
29/01/2021 09:35,25.9,0,43.63,67.4,13.426,2.244,720,,,,,,,,,,,,
29/01/2021 09:35,25.9,0,43.63,67.4,13.426,2.244,660,,,,,,,,,,,,
29/01/2021 09:35,25.8,-0.1,43.63,67.4,13.383,2.239,660,,,,,,,,,,,,
29/01/2021 09:35,25.8,-0.1,43.64,67.4,13.363,2.237,660,,,,,,,,,,,,
29/01/2021 09:35,25.7,-0.1,43.64,67.3,13.366,2.224,660,,,,,,,,,,,,
29/01/2021 09:35,25.6,-0.1,43.63,67.2,13.356,2.234,660,,,,,,,,,,,,
29/01/2021 09:35,25.6,-0.1,43.64,67.2,13.363,2.234,660,,,,,,,,,,,,
29/01/2021 09:35,25.6,-0.2,43.62,67.2,13.356,2.224,660,,,,,,,,,,,,
29/01/2021 09:35,25.6,-0.2,43.62,67.2,13.341,2.224,660,,,,,,,,,,,,
29/01/2021 09:35,25.5,-0.2,43.63,67.1,13.326,2.217,660,,,,,,,,,,,,
29/01/2021 09:35,25.4,-0.3,43.63,67.1,13.313,2.222,660,,,,,,,,,,,,
29/01/2021 09:35,25.4,-0.3,43.62,67.1,13.308,2.227,720,,,,,,,,,,,,
29/01/2021 09:35,25.4,-0.3,43.63,67,13.321,2.217,660,,,,,,,,,,,,
29/01/2021 09:35,25.4,-0.3,43.64,67,13.341,2.222,660,,,,,,,,,,,,
29/01/2021 09:35,25.4,-0.3,43.62,67,13.341,2.214,660,,,,,,,,,,,,
29/01/2021 09:35,25.3,-0.3,43.64,67.1,13.331,2.209,660,,,,,,,,,,,,
29/01/2021 09:35,25.3,-0.3,43.63,67.1,13.326,2.209,660,,,,,,,,,,,,
29/01/2021 09:36,25.3,-0.3,43.63,67.2,13.301,2.209,660,,,,,,,,,,,,
29/01/2021 09:36,25.1,-0.3,43.63,67.2,13.291,2.212,660,,,,,,,,,,,,
29/01/2021 09:36,25.1,-0.4,43.62,67.2,13.256,2.209,660,,,,,,,,,,,,
29/01/2021 09:36,25.1,-0.4,43.64,67.2,13.228,2.207,600,,,,,,,,,,,,
29/01/2021 09:36,25.1,-0.5,43.62,67.1,13.221,2.209,660,,,,,,,,,,,,
29/01/2021 09:36,25,-0.5,43.63,67,13.218,2.204,660,,,,,,,,,,,,
29/01/2021 09:36,24.9,-0.5,43.63,66.9,13.201,2.207,660,,,,,,,,,,,,
29/01/2021 09:36,24.9,-0.5,43.63,66.9,13.188,2.202,660,,,,,,,,,,,,
29/01/2021 09:36,24.9,-0.5,43.63,66.8,13.206,2.202,660,,,,,,,,,,,,
29/01/2021 09:36,24.9,-0.5,43.64,66.8,13.193,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.8,-0.6,43.63,66.9,13.173,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.8,-0.6,43.63,66.9,13.175,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.8,-0.6,43.64,66.9,13.15,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.8,-0.6,43.63,66.8,13.148,2.199,660,,,,,,,,,,,,
29/01/2021 09:36,24.7,-0.6,43.64,66.8,13.138,2.189,660,,,,,,,,,,,,
29/01/2021 09:36,24.6,-0.6,43.64,66.8,13.125,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.6,-0.7,43.62,66.7,13.125,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.6,-0.6,43.63,66.7,13.128,2.192,660,,,,,,,,,,,,
29/01/2021 09:36,24.5,-0.6,43.63,66.7,13.108,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.5,-0.6,43.63,66.7,13.098,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.4,-0.6,43.63,66.7,13.098,2.187,660,,,,,,,,,,,,
29/01/2021 09:36,24.4,-0.6,43.64,66.7,13.098,2.194,660,,,,,,,,,,,,
29/01/2021 09:36,24.4,-0.7,43.64,66.6,13.073,2.192,660,,,,,,,,,,,,
29/01/2021 09:36,24.4,-0.7,43.62,66.6,13.068,2.182,660,,,,,,,,,,,,
29/01/2021 09:36,24.3,-0.8,43.63,66.5,13.07,2.184,660,,,,,,,,,,,,
29/01/2021 09:36,24.3,-0.7,43.62,66.5,13.085,2.189,600,,,,,,,,,,,,
29/01/2021 09:36,24.3,-0.7,43.62,66.5,13.078,2.184,660,,,,,,,,,,,,
29/01/2021 09:36,24.2,-0.7,43.63,66.5,13.05,2.179,720,,,,,,,,,,,,
29/01/2021 09:36,24.2,-0.7,43.64,66.6,13.025,2.182,660,,,,,,,,,,,,
29/01/2021 09:36,24.1,-0.8,43.63,66.6,12.987,2.174,660,,,,,,,,,,,,
29/01/2021 09:36,24.1,-0.8,43.64,66.6,12.97,2.174,660,,,,,,,,,,,,
29/01/2021 09:36,24.1,-0.8,43.63,66.5,12.97,2.174,660,,,,,,,,,,,,
29/01/2021 09:36,24.1,-0.8,43.63,66.4,12.967,2.174,660,,,,,,,,,,,,
29/01/2021 09:36,24.1,-0.8,43.63,66.2,12.955,2.166,660,,,,,,,,,,,,
29/01/2021 09:36,24.1,-0.8,43.64,66.2,12.957,2.169,660,,,,,,,,,,,,
29/01/2021 09:36,24,-0.8,43.64,66.2,12.96,2.166,660,,,,,,,,,,,,
29/01/2021 09:36,24,-0.8,43.62,66.2,12.93,2.166,660,,,,,,,,,,,,
29/01/2021 09:36,23.9,-0.8,43.64,66.2,12.927,2.161,660,,,,,,,,,,,,
29/01/2021 09:36,23.9,-0.9,43.63,66.1,12.912,2.156,660,,,,,,,,,,,,
29/01/2021 09:36,23.9,-0.9,43.62,66,12.93,2.164,660,,,,,,,,,,,,
29/01/2021 09:36,23.9,-0.9,43.63,66,12.942,2.151,660,,,,,,,,,,,,
29/01/2021 09:36,23.9,-0.9,43.63,66,12.94,2.151,660,,,,,,,,,,,,
29/01/2021 09:36,23.8,-1.1,43.64,66.1,12.937,2.151,660,,,,,,,,,,,,
29/01/2021 09:36,23.8,-1,43.63,66.2,12.92,2.151,660,,,,,,,,,,,,
29/01/2021 09:36,23.8,-1,43.64,66.2,12.897,2.149,660,,,,,,,,,,,,
29/01/2021 09:36,23.7,-1.1,43.62,66.2,12.875,2.146,660,,,,,,,,,,,,
29/01/2021 09:36,23.6,-1.1,43.63,66.2,12.885,2.149,660,,,,,,,,,,,,
29/01/2021 09:36,23.6,-1.1,43.63,66.1,12.875,2.141,600,,,,,,,,,,,,
29/01/2021 09:36,23.6,-1.1,43.63,66.1,12.87,2.139,660,,,,,,,,,,,,
29/01/2021 09:36,23.6,-1.1,43.63,66,12.862,2.136,660,,,,,,,,,,,,
29/01/2021 09:36,23.5,-1.1,43.62,66,12.85,2.134,660,,,,,,,,,,,,
29/01/2021 09:36,23.5,-1.1,43.63,66,12.842,2.139,660,,,,,,,,,,,,
29/01/2021 09:36,23.4,-1.1,43.63,66,12.837,2.144,660,,,,,,,,,,,,
29/01/2021 09:36,23.4,-1.1,43.64,66,12.832,2.144,660,,,,,,,,,,,,
29/01/2021 09:36,23.4,-1.1,43.63,66,12.827,2.139,660,,,,,,,,,,,,
29/01/2021 09:36,23.3,-1.1,43.63,66,12.825,2.139,660,,,,,,,,,,,,
29/01/2021 09:36,23.3,-1.1,43.64,66,12.805,2.129,660,,,,,,,,,,,,
29/01/2021 09:36,23.2,-1.3,43.62,66,12.812,2.134,660,,,,,,,,,,,,
29/01/2021 09:36,23.2,-1.1,43.62,66,12.784,2.131,660,,,,,,,,,,,,
29/01/2021 09:36,23.1,-1.1,43.63,66,12.787,2.139,660,,,,,,,,,,,,
29/01/2021 09:37,23.1,-1.1,43.63,66,12.764,2.131,660,,,,,,,,,,,,
29/01/2021 09:37,23.1,-1.2,43.62,65.9,12.757,2.129,720,,,,,,,,,,,,
29/01/2021 09:37,23.1,-1.3,43.64,65.9,12.752,2.116,660,,,,,,,,,,,,
29/01/2021 09:37,23.1,-1.3,43.63,65.9,12.739,2.124,660,,,,,,,,,,,,
29/01/2021 09:37,23.1,-1.2,43.62,65.8,12.757,2.121,660,,,,,,,,,,,,
29/01/2021 09:37,23.1,-1.3,43.64,65.9,12.739,2.124,660,,,,,,,,,,,,
29/01/2021 09:37,23,-1.3,43.64,65.8,12.747,2.124,660,,,,,,,,,,,,
29/01/2021 09:37,22.9,-1.3,43.64,65.8,12.722,2.121,660,,,,,,,,,,,,
29/01/2021 09:37,22.9,-1.4,43.62,65.9,12.704,2.119,660,,,,,,,,,,,,
29/01/2021 09:37,22.9,-1.3,43.64,65.9,12.684,2.111,660,,,,,,,,,,,,
29/01/2021 09:37,22.9,-1.4,43.63,65.8,12.669,2.116,600,,,,,,,,,,,,
29/01/2021 09:37,22.9,-1.4,43.62,65.7,12.662,2.111,660,,,,,,,,,,,,
29/01/2021 09:37,22.9,-1.4,43.63,65.7,12.657,2.111,660,,,,,,,,,,,,
29/01/2021 09:37,22.8,-1.4,43.64,65.6,12.657,2.111,660,,,,,,,,,,,,
29/01/2021 09:37,22.8,-1.5,43.63,65.6,12.639,2.111,720,,,,,,,,,,,,
29/01/2021 09:37,22.8,-1.4,43.63,65.6,12.637,2.109,660,,,,,,,,,,,,
29/01/2021 09:37,22.7,-1.5,43.64,65.5,12.639,2.109,660,,,,,,,,,,,,
29/01/2021 09:37,22.6,-1.5,43.63,65.5,12.617,2.124,660,,,,,,,,,,,,
29/01/2021 09:37,22.6,-1.4,43.64,65.5,12.604,2.109,660,,,,,,,,,,,,
29/01/2021 09:37,22.6,-1.5,43.63,65.4,12.614,2.109,660,,,,,,,,,,,,
